Name,Aria Speed,Bard Speed,Bolt Speed,Cad Speed,Dia Speed,Dor Speed,Dove Speed,Eli Speed,Mary Speed,Mel Speed,Monk Speed,Noc Speed,Tempo Speed,Coda Speed,Story Speed,9char Speed,13char Speed,Aria Score,Bard Score,Bolt Score,Cad Score,Dia Score,Dor Score,Dove Score,Eli Score,Mary Score,Mel Score,Monk Score,Noc Score,Tempo Score,Coda Score,Story Score,9char Score,13char Score,Influence
ID:76561198274754596,20.00000,20.00000,20.00000,20.00000,20.00000,5.09015,20.00000,20.00000,20.00000,20.00000,4.99229,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,3676,2792,0,3442,0,5461,6703,0,0,0,0,0,83,8.84753
ID:76561198004362191,20.00000,8.33299,6.28061,2.45699,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,1816,0,2199,7115,0,0,0,0,0,0,0,0,0,0,0,0,0,8.84169
ID:76561198091452416,20.00000,20.00000,20.00000,3.56048,5.77935,20.00000,20.00000,20.00000,20.00000,4.32093,20.00000,2.74180,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,0,0,0,520,0,0,13207,0,0,0,0,0,8.83982
ID:76561198169939081,20.00000,11.65204,20.00000,20.00000,7.16039,20.00000,4.20012,20.00000,20.00000,5.06396,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,9898,1272,419,0,0,0,0,0,1999,0,0,0,0,8.83875
Tonkotsu,20.00000,20.00000,20.00000,1.54891,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,3.53121,20.00000,20.00000,20.00000,20.00000,20.00000,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.83759
ID:76561198058846478,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,3.79419,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,2015,20900,0,8619,0,0,0,0,0,13210,1395,0,0,0,0,0,0,8.83629
ID:76561198842569394,20.00000,10.24573,20.00000,20.00000,20.00000,20.00000,5.58776,8.00818,20.00000,6.01518,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,1423,11558,432,0,0,0,468,0,0,0,0,0,1268,0,4226,0,0,8.83418
ID:76561198122281093,20.00000,9.93697,20.00000,4.20588,20.00000,20.00000,2.92552,20.00000,20.00000,20.00000,20.00000,3.98532,20.00000,20.00000,20.00000,20.00000,20.00000,683,0,346,0,0,0,345,0,0,0,0,0,0,0,0,96,0,8.83246
ID:76561198137952497,20.00000,20.00000,20.00000,20.00000,20.00000,9.41446,4.89664,6.65770,20.00000,20.00000,20.00000,20.00000,2.79418,20.00000,20.00000,20.00000,20.00000,0,0,327,0,0,679,270,0,683,0,0,0,2973,0,0,154,0,8.83104
ID:76561198140443683,20.00000,20.00000,9.67158,3.39344,7.15720,20.00000,20.00000,20.00000,20.00000,20.00000,5.62410,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,918,0,1815,0,0,0,0,0,0,0,5553,0,0,0,0,159,0,8.82949
ID:76561198099437757,20.00000,8.99371,20.00000,3.28250,20.00000,20.00000,20.00000,6.20874,20.00000,4.40124,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,9276,249,0,0,0,0,2432,631,0,0,0,0,0,0,0,0,8.82770
ID:76561198245832864,20.00000,20.00000,20.00000,3.00377,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,2.79555,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,8210,0,0,470,0,0,5797,0,7146,0,0,0,0,0,8.82733
ID:76561198969303403,20.00000,20.00000,20.00000,2.63614,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,2.25531,3.43669,20.00000,20.00000,20.00000,20.00000,0,0,0,0,3801,0,0,0,0,0,0,0,1851,0,0,0,0,8.82701
ID:76561198025314562,20.00000,20.00000,5.75799,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,5.37639,20.00000,20.00000,20.00000,20.00000,20.00000,5109,0,4061,0,0,0,0,0,1247,5001,0,13778,2379,0,0,0,0,8.82627
ID:76561198079789226,20.00000,20.00000,20.00000,20.00000,6.60607,11.31742,6.56751,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,1017,6690,4984,3540,300,0,1162,0,0,0,0,0,0,0,0,8.82495
ID:76561198109061953,20.00000,20.00000,20.00000,20.00000,7.53909,8.08577,4.74242,20.00000,20.00000,20.00000,4.00536,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,1557,0,0,0,0,4136,8879,0,0,0,0,0,8.82426
ID:76561198219688393,20.00000,8.36914,20.00000,3.57681,4.72167,20.00000,20.00000,20.00000,20.00000,4.44935,20.00000,4.39223,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,0,0,0,0,0,0,0,1431,0,0,0,0,8.82350
ID:76561198164815840,20.00000,20.00000,20.00000,4.63260,7.49047,20.00000,20.00000,6.16392,20.00000,5.25469,20.00000,4.62113,20.00000,20.00000,20.00000,20.00000,20.00000,1394,0,0,0,0,0,0,3731,903,0,0,0,0,0,0,0,0,8.82160
ID:76561198098262320,20.00000,20.00000,20.00000,20.00000,7.93441,20.00000,6.06826,20.00000,5.21968,20.00000,20.00000,20.00000,4.52251,20.00000,20.00000,20.00000,20.00000,2353,0,0,0,4014,0,704,0,1881,0,0,0,3546,0,0,0,0,8.81927
ID:76561198832740907,20.00000,20.00000,20.00000,3.77525,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,5.38837,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,914,0,0,0,5469,0,332,0,781,5416,6377,7225,0,0,0,0,0,8.81590
ID:76561198415241626,20.00000,10.16501,20.00000,20.00000,7.30435,7.25221,20.00000,6.08135,20.00000,5.73471,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,869,0,0,0,0,1687,319,2617,0,0,0,0,0,0,0,0,0,8.81455
ID:76561198065554515,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,13981,0,11141,0,0,882,0,0,12025,5975,0,0,0,0,0,0,8.81191
ID:76561198004433819,20.00000,6.25976,20.00000,4.38520,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,10092,0,19247,0,590,0,0,0,4190,0,0,0,0,0,0,0,8.81095
ID:76561198026754370,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,8.40303,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,15478,5181,0,0,3558,0,5846,1640,8817,0,0,12563,96,0,8.80839
ID:76561199084143671,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,4.62676,5.12931,20.00000,4.78194,20.00000,20.00000,3.83564,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,0,283,1976,0,5044,1175,0,2122,0,0,0,0,8.80820
ID:76561197960491075,20.00000,20.00000,20.00000,20.00000,7.94526,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,2.91994,20.00000,20.00000,20.00000,20.00000,20.00000,0,6751,223,13139,5304,0,0,0,1275,0,0,12480,0,0,0,0,0,8.80396
ID:76561197972327916,20.00000,20.00000,20.00000,2.69543,5.29127,3.92224,20.00000,20.00000,20.00000,20.00000,20.00000,3.23905,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,1526,0,0,0,0,0,0,0,0,0,0,0,8.80322
ID:76561198121314959,20.00000,11.30748,20.00000,20.00000,20.00000,20.00000,20.00000,7.89590,20.00000,20.00000,20.00000,3.16558,20.00000,20.00000,20.00000,20.00000,20.00000,0,7890,0,0,3545,0,0,1857,0,0,3064,9736,2187,0,0,0,0,8.80243
ID:76561198144689173,20.00000,9.08990,20.00000,20.00000,6.69460,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,4.91747,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,6712,4690,0,0,0,0,4939,0,0,0,86,6840,6106,4827,8.79637
ID:76561197997973300,20.00000,8.22208,20.00000,4.58937,6.96173,20.00000,20.00000,20.00000,20.00000,4.91928,20.00000,5.34456,20.00000,20.00000,20.00000,20.00000,20.00000,0,6619,0,0,0,0,0,0,0,5239,0,0,0,0,0,0,0,8.79554
ID:76561198037520076,20.00000,20.00000,20.00000,20.00000,8.41563,20.00000,5.89349,8.47264,20.00000,20.00000,5.07843,5.29303,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,610,0,0,459,381,2928,0,0,5475,0,0,0,0,0,0,8.79213
ID:76561198052649964,20.00000,3.81611,20.00000,20.00000,8.26335,20.00000,20.00000,20.00000,20.00000,5.70610,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,445,0,0,0,0,0,1626,4298,0,9577,942,0,0,4352,42,8.78809
ID:76561198005427902,20.00000,20.00000,20.00000,4.36568,20.00000,20.00000,20.00000,6.27590,20.00000,4.34825,20.00000,4.74784,20.00000,20.00000,20.00000,20.00000,20.00000,1313,0,184,0,0,0,0,3050,0,0,0,0,1156,0,2299,0,0,8.78619
ID:76561198162268354,5.50778,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,5.63301,20.00000,5.17001,20.00000,20.00000,20.00000,20.00000,20.00000,3990,0,339,0,5841,931,0,0,0,4948,0,10354,0,0,9319,175,11,8.78580
ID:76561198212097748,20.00000,20.00000,20.00000,3.14326,20.00000,20.00000,20.00000,6.86377,20.00000,5.90692,20.00000,3.85447,20.00000,20.00000,20.00000,20.00000,20.00000,1814,0,0,6832,0,0,0,2930,0,0,0,10119,0,0,0,0,0,8.78436
ID:76561199162321111,20.00000,20.00000,20.00000,2.99705,7.64718,9.08424,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,7025,0,0,4047,4176,0,4135,0,0,0,0,0,0,0,0,0,8.78310
ID:76561198167521071,3.49613,20.00000,20.00000,20.00000,8.10694,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,4.78259,20.00000,20.00000,20.00000,20.00000,5418,0,217,0,4859,0,0,0,0,0,0,0,5686,0,0,0,0,8.78051
ID:76561198025596730,20.00000,20.00000,20.00000,20.00000,8.33461,20.00000,5.95867,6.33048,5.51532,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,7020,0,0,0,1005,0,2558,2897,4474,2514,0,0,0,0,0,0,8.78042
ID:76561198072104245,20.00000,11.52369,20.00000,20.00000,20.00000,20.00000,20.00000,6.26198,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,805,0,271,17314,0,0,0,2009,0,11201,0,0,0,0,0,1269,0,8.77646
ID:76561198067025555,20.00000,7.14859,20.00000,3.07384,8.18617,20.00000,5.22930,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,6004,0,6793,3946,0,0,0,0,0,0,0,685,0,0,0,0,8.77421
ID:76561198358195163,4.79902,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,7.32616,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,5290,0,0,14117,0,0,0,0,0,0,0,18589,0,0,0,8812,1873,8.77242
ID:76561198120097071,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,2.85328,2.88594,20.00000,20.00000,20.00000,20.00000,3276,0,0,8625,3763,0,0,0,2660,0,0,6913,4749,0,0,0,0,8.77194
ID:76561198132830832,20.00000,20.00000,20.00000,20.00000,20.00000,8.97012,20.00000,20.00000,6.44255,20.00000,20.00000,20.00000,6.13905,20.00000,20.00000,20.00000,20.00000,0,0,0,0,4794,3128,0,0,4009,0,0,12816,3324,0,0,0,0,8.76957
ID:76561198314337596,20.00000,9.55524,20.00000,3.96133,6.11759,20.00000,20.00000,20.00000,20.00000,4.72246,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,8246,288,0,0,0,0,0,0,0,0,0,0,45,0,0,51,8.76809
ID:76561198313374349,20.00000,20.00000,20.00000,20.00000,7.53720,10.86156,20.00000,7.51046,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,1048,0,4619,689,0,3702,7109,0,0,0,125,0,8.76714
ID:76561199055365315,20.00000,20.00000,20.00000,20.00000,8.12491,8.89282,20.00000,6.82323,20.00000,5.76867,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,6746,0,0,5059,3259,0,2936,0,4500,0,0,0,0,0,0,0,8.76197
ID:76561198054917843,20.00000,7.70851,20.00000,3.68075,4.08753,20.00000,20.00000,20.00000,20.00000,3.58053,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,0,0,0,0,0,0,0,1861,0,0,0,0,8.75877
ID:76561198052994252,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,6.68339,9.62217,20.00000,20.00000,7.41868,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,8909,0,0,0,0,515,4007,2812,0,4200,12159,0,0,0,0,0,8.75873
ID:76561198025035257,20.00000,20.00000,20.00000,2.31565,20.00000,20.00000,3.03218,20.00000,20.00000,20.00000,20.00000,2.70595,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,0,0,0,0,0,0,0,1346,0,0,0,0,8.75654
ID:76561198043908092,20.00000,11.64226,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,3.09070,20.00000,20.00000,20.00000,20.00000,0,15326,0,15505,0,0,0,0,2893,0,0,0,5974,0,0,0,0,8.75467
ID:76561198027827462,20.00000,20.00000,20.00000,20.00000,20.00000,12.33971,5.49445,8.25995,20.00000,20.00000,20.00000,20.00000,3.34696,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,0,499,3448,0,0,1962,0,3819,0,0,0,0,8.75378
ID:76561198117223486,20.00000,20.00000,20.00000,3.16110,20.00000,20.00000,5.53788,8.98749,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,206,0,0,0,276,2566,0,0,2015,7774,0,0,13449,0,0,8.75324
ID:76561198162432480,20.00000,20.00000,7.87561,20.00000,8.41981,20.00000,20.00000,20.00000,7.30015,5.77666,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,1810,0,4784,0,0,0,3668,0,0,9703,1659,0,0,0,0,8.75288
ID:76561198194804271,20.00000,20.00000,20.00000,20.00000,6.83573,20.00000,20.00000,6.97564,20.00000,20.00000,20.00000,4.21525,20.00000,20.00000,20.00000,20.00000,20.00000,2076,0,0,0,0,594,319,4024,0,0,0,0,2053,0,0,4722,1411,8.75155
ID:76561198375159428,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,5.01317,20.00000,20.00000,2.69875,2.99738,20.00000,20.00000,20.00000,20.00000,0,0,0,0,7184,0,0,0,2028,0,0,0,4459,0,0,0,95,8.75110
ID:76561198044354329,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,3.90639,7.96481,20.00000,6.04243,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,10597,0,0,447,4396,1081,0,0,10990,0,0,0,0,0,8.74896
ID:76561198154628176,20.00000,10.09390,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,5.81150,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,695,9353,0,0,0,0,0,0,0,6038,0,0,0,0,11426,0,0,8.74776
ID:76561198424398862,20.00000,20.00000,20.00000,3.41777,20.00000,20.00000,20.00000,5.30061,20.00000,5.56099,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,1285,0,424,6257,4142,0,0,2564,0,0,0,0,0,0,0,0,0,8.74648
ID:76561198313039484,20.00000,20.00000,20.00000,20.00000,20.00000,9.49625,4.54238,7.83241,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,6975,3568,2396,366,2405,0,5143,2136,0,0,0,0,0,0,8.74554
ID:76561198156568639,20.00000,10.08412,20.00000,4.59565,6.86469,20.00000,20.00000,8.11562,20.00000,5.60591,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,701,0,0,0,4290,0,0,3135,0,0,0,0,0,0,0,0,0,8.74475
ID:76561198018790975,20.00000,20.00000,20.00000,20.00000,8.35496,20.00000,20.00000,8.62202,7.05665,20.00000,20.00000,20.00000,4.76430,20.00000,20.00000,20.00000,20.00000,0,0,215,6472,0,0,0,2481,2777,0,0,0,4238,0,0,0,0,8.74469
ID:76561198023972709,20.00000,20.00000,20.00000,2.93902,20.00000,20.00000,20.00000,20.00000,8.06443,20.00000,20.00000,2.75767,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,6355,0,0,0,0,3073,6440,0,10291,0,0,0,0,0,8.74285
ID:76561198049690312,20.00000,20.00000,9.49937,20.00000,20.00000,20.00000,20.00000,20.00000,5.50779,20.00000,5.26550,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,1690,0,5283,0,509,0,2204,0,5294,0,859,0,0,3822,0,8.74254
ID:76561198136668579,20.00000,20.00000,20.00000,20.00000,8.17990,20.00000,4.34751,7.24687,20.00000,20.00000,3.92989,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,3647,0,423,0,0,4325,5229,0,1648,0,0,0,0,8.74168
ID:76561198207298968,20.00000,20.00000,20.00000,4.26888,6.51694,20.00000,6.75953,20.00000,20.00000,4.69433,20.00000,5.40595,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,226,0,0,0,541,0,0,0,0,0,0,0,0,151,76,8.74135
ID:76561199137293668,20.00000,7.70094,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,4.79298,20.00000,2.83114,2.78166,20.00000,20.00000,20.00000,20.00000,0,0,0,10617,0,0,0,0,0,0,1923,0,4652,0,0,0,0,8.74135
ID:76561198002741948,20.00000,20.00000,20.00000,2.94201,20.00000,20.00000,20.00000,20.00000,20.00000,2.65604,20.00000,2.45430,20.00000,20.00000,20.00000,20.00000,20.00000,931,0,340,0,0,0,0,0,0,0,0,0,3324,0,0,2861,0,8.74015
ID:76561198070616630,20.00000,20.00000,20.00000,3.48955,7.19841,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,1902,0,261,10913,3744,0,0,0,0,0,4447,9931,2117,0,0,0,0,8.73948
ID:76561198142343106,20.00000,20.00000,20.00000,1.84487,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,19412,0,0,0,0,0,0,0,0,1758,0,0,0,0,8.73910
ID:76561198106509011,20.00000,20.00000,20.00000,20.00000,5.92759,20.00000,20.00000,5.96164,5.05392,20.00000,20.00000,20.00000,3.21621,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,0,0,0,1999,0,0,0,2554,0,0,126,0,8.73721
ID:76561198023470787,20.00000,20.00000,20.00000,20.00000,8.82652,20.00000,20.00000,20.00000,5.76199,20.00000,20.00000,2.85347,3.51234,20.00000,20.00000,20.00000,20.00000,0,0,265,0,5114,0,0,0,1815,0,0,0,4475,0,0,0,0,8.73666
ID:76561198798617578,20.00000,20.00000,20.00000,20.00000,20.00000,11.60639,6.02010,8.88855,20.00000,20.00000,6.80949,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,566,299,2935,1118,0,3872,9702,0,0,0,0,0,8.73171
ID:76561198379676985,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,4.52685,7.93001,20.00000,20.00000,4.63610,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,242,0,0,0,436,0,4746,0,5593,0,1126,0,0,0,0,8.72636
ID:76561199230189871,20.00000,20.00000,20.00000,20.00000,8.64951,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,3.08626,20.00000,20.00000,20.00000,20.00000,0,0,0,11349,0,0,0,0,0,0,0,11995,3936,0,0,0,0,8.72576
ID:76561198151782879,20.00000,6.71940,20.00000,2.69598,20.00000,20.00000,20.00000,20.00000,20.00000,3.38881,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,9356,0,0,0,0,0,0,0,0,0,0,0,0,0,8.72490
ID:76561198214376241,20.00000,20.00000,20.00000,20.00000,20.00000,12.15991,20.00000,20.00000,7.38973,20.00000,5.37023,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,2469,0,2637,2674,7009,6567,0,0,0,0,0,0,8.72299
ID:76561198200290562,20.00000,8.26078,20.00000,20.00000,20.00000,8.86502,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,7017,193,0,4919,1619,0,0,672,0,0,0,0,0,3635,2818,330,8.72296
ID:76561198363151129,20.00000,20.00000,20.00000,20.00000,20.00000,10.94483,20.00000,20.00000,6.91487,20.00000,6.18457,20.00000,4.23761,20.00000,20.00000,20.00000,20.00000,0,0,0,0,4472,1338,0,0,2682,0,5787,0,4028,0,0,0,0,8.72038
ID:76561198107593977,20.00000,20.00000,20.00000,20.00000,20.00000,5.58763,20.00000,7.69255,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,12029,0,10865,0,2013,0,4279,0,0,0,13500,0,0,0,0,0,8.71485
ID:76561198220459109,20.00000,8.75385,20.00000,20.00000,20.00000,20.00000,20.00000,8.45057,20.00000,20.00000,20.00000,3.11186,20.00000,20.00000,20.00000,20.00000,20.00000,0,8856,0,0,5308,0,406,4303,0,0,3167,0,808,0,0,0,0,8.71228
ID:76561198105558733,20.00000,20.00000,9.14112,2.91291,8.48330,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,1397,0,6923,0,0,2684,1622,4561,0,0,0,0,0,0,0,8.71202
ID:76561198070933844,20.00000,20.00000,10.31063,20.00000,20.00000,20.00000,20.00000,7.68191,20.00000,4.61211,5.38186,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,3661,0,4586,0,0,4021,0,0,5168,0,0,0,0,0,0,8.71165
ID:76561198091187718,20.00000,20.00000,20.00000,20.00000,20.00000,9.98664,5.53233,20.00000,20.00000,5.59652,20.00000,20.00000,3.92603,20.00000,20.00000,20.00000,20.00000,0,0,179,0,0,1102,275,0,761,0,0,0,3112,0,0,0,0,8.71129
ID:76561198133261991,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,5.53030,9.67511,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,5679,491,0,3798,0,501,5215,0,0,1988,7803,1851,0,0,0,0,8.71032
ID:76561198159741118,20.00000,6.30833,20.00000,3.75459,20.00000,20.00000,20.00000,20.00000,20.00000,4.78004,20.00000,4.76561,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,7538,0,0,0,0,0,4564,0,0,0,0,0,0,0,8.70950
ID:76561198067714196,20.00000,4.19495,20.00000,2.77480,20.00000,20.00000,20.00000,20.00000,20.00000,2.02475,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,257,0,0,0,0,0,0,4122,0,0,0,0,0,0,0,8.70571
ID:76561198068651054,20.00000,5.63987,20.00000,2.50510,20.00000,20.00000,20.00000,6.64776,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,7500,0,0,0,2107,0,4885,0,0,0,0,0,0,0,8.70488
ID:76561198122325912,20.00000,20.00000,20.00000,20.00000,7.75989,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,4.62538,20.00000,20.00000,20.00000,20.00000,0,0,199,0,5051,0,700,0,1936,0,0,0,8118,0,0,0,0,8.70485
ID:76561198819602614,20.00000,20.00000,20.00000,20.00000,6.48719,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,4.25936,3.66263,20.00000,20.00000,20.00000,20.00000,1392,0,0,0,0,0,0,0,520,0,0,8425,3573,0,6774,1369,110,8.70467
ID:76561197997017770,20.00000,20.00000,20.00000,3.08256,8.30958,20.00000,20.00000,8.64944,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,8140,5013,0,420,3479,0,0,0,10063,0,0,0,0,0,8.70061
ID:76561198092527734,4.06535,20.00000,20.00000,20.00000,6.11615,20.00000,20.00000,6.34906,20.00000,20.00000,20.00000,5.42169,20.00000,20.00000,20.00000,20.00000,20.00000,3081,0,0,0,4733,0,0,3259,1338,0,2483,0,0,0,0,0,0,8.69674
ID:76561198000135388,20.00000,20.00000,9.70040,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,1378,6722,4406,10148,7929,0,0,0,0,5276,0,7753,0,0,0,1867,0,8.69592
ffjj,20.00000,20.00000,20.00000,2.26981,20.00000,20.00000,20.00000,20.00000,20.00000,1.53543,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.69564
ID:76561198167945358,20.00000,20.00000,11.10810,20.00000,20.00000,20.00000,8.07763,9.05056,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,1727,0,0,1234,336,4272,1315,5489,2162,0,0,0,0,163,0,8.69361
ID:76561198087716846,20.00000,10.52309,20.00000,20.00000,8.35282,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,8798,0,7544,6245,527,0,0,0,0,4017,9154,1059,0,0,0,0,8.69075
ID:76561198004814389,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,4.98905,20.00000,20.00000,20.00000,4.95279,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,2238,6022,840,0,4473,2568,0,4163,1140,5025,5209,0,0,0,0,0,0,8.68312
ID:76561198972497750,20.00000,7.05860,20.00000,20.00000,4.99552,20.00000,20.00000,5.38957,20.00000,3.82360,20.00000,4.06220,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,0,0,2074,0,0,0,0,0,0,0,0,0,8.68291
ID:76561198064345746,3.91348,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,5.00115,20.00000,4.46333,20.00000,3.54101,20.00000,20.00000,20.00000,20.00000,20.00000,3063,5776,0,0,0,0,0,2251,0,0,0,0,0,0,7542,0,0,8.68095
ID:76561197996227122,20.00000,8.87939,20.00000,20.00000,20.00000,8.16343,4.48905,5.83623,20.00000,5.61673,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,1976,376,3259,0,0,0,0,0,0,0,0,0,8.67917
ID:76561198880573524,20.00000,8.82240,20.00000,4.77978,6.99667,8.43965,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,7361,0,0,6253,1951,0,0,0,4117,0,0,0,0,0,0,0,8.67644
